category_variant_key,source_key,group_code_normalized,group_description,category_code_normalized,category_description,data_truth_class
f31f856c905d0e1f0eac887be24033be881541dc2dca6a5538e2119aa0658a1e,D2,csproactpa,Reactive Patrols,cspatrolin,Patrol Inspections,real_public_reference
f4bd8e6ff7a43e72e1be2b009c6d0823d7cafc1c3fb565dbcb4b6f02408b7309,D2,csinforeq,Information Request,cspddevaen,PD Development Advice Enquiry,real_public_reference
f4f61e13d006d3f54e6b7815e4cdd1c5b1d30de2990a0295a570cff06ad43a47,D2,csexecinf,CEO and Executive Information Request,csinforeq,Information Request,real_public_reference
f4fdf89e9293eeefb8864b0312cca9860b42de9f45d113e2f860d4cef5a21b4d,D2,csntrlmgmt,Natural Area Management,csbirds,Birds - Sick/Injured or Dead,real_public_reference
f52fe6e8661a6494bb766299aee06d7f2b3bf23879d69dd6bc4e83a8bbc0380b,D2,csbuildpc,Privately Certified Building Lodgement,csform11,Form 11 – Certificate of Occupancy,real_public_reference
f54074d9a663fa202fdf21ebe49617991aadc6943c56e9a4447406d9f84afe90,D2,cstree,Trees,cstrbrnpr,Tree Branch Pick Up (Non Urgent),real_public_reference
f54908158706722651ccc278ba52e8c2009f89fd8ee1d373b7ee73ec0bd0c0c0,D2,cscamp,Camping,cscamping,Camping,real_public_reference
f54bd0c04c834c9defe7f2a069c1e648746a8b24a042f7e0961b703baac81fa0,D2,complaint,Complaint - General,pplculture,People & Culture Section,real_public_reference
f55595e928c19550a26347fdb6b92ae5ac0eea24f6327756a28e5d632a50e0c3,D2,csrates,Rates,csauthtoac,Authority to Act/Mortgage in Possession/Bankrupcy,real_public_reference
f658e7f1ea140b05200f0f0cf87716f84e516e6b000dcbd3fe7b01369be03658,D2,cschgadd,Change of Address/Details,csehchgm,Change of Mailing Address (Business Licence),real_public_reference
f7119b5bb46a41f5e1b043c67563573f5eab830f7ea05eca81305e0ef2a589bb,D2,csntrlmgmt,Natural Area Management,csantree,Urban Nature Program - Adopt a Native Tree,real_public_reference
f755c9f805e606b3e4c7d74cb425cc11c48d973594f9bc6bedf5aa49b1711572,D2,csspill,Spillage,csspillti,Spillage (Transport Infrastructure),real_public_reference
f77fde7a804df04c0a6243faac76ee5d4cda3fdb57dec15f66c30626525f6524,D2,csvhcl,Vehicles,csinfvhcl,Infringing Vehicle,real_public_reference
f8a22904b579a2f75c8a95f82c7f880d88e53bacec47a0d914ef6060738a8ac4,D2,csanimangt,Animal Management,csnuisance,Nuisance,real_public_reference
f98a2d0aca2702a8c625b40af354b608bfa2e25283fa6cd14f42b3ba6cb08ae1,D2,cslit,Litter,cslitter,Litter,real_public_reference
fa2599f3bd25a211c65847828030cf6b3a1aaac9376af1eaab21128ab60ed12d,D2,csprkinf,Park Infrastructure,cssignage,Signage,real_public_reference
fa50088be52aa0371c685b66f9bb5137b79f18ee26cb19c643ce22db04e25ca8,D2,cscomplmt,Compliment,maintplan,Construction Maintenance & Operations Section,real_public_reference
fa5f454c4afe5205d20e8d7923221fdc1df77fb2d9d98b392493382f5a4a9834,D2,csproactpa,Reactive Patrols,csovrgrwn,Overgrown private allotment,real_public_reference
fb7dbb647a651cbecccc3e505f0d506ad8369a8badc8c4b437a6a30ba30bc044,D2,cswtrinf,Water Infrastructure,csmisfhyd,Missing Fire Hydrant Lid,real_public_reference
fbb1c11f241f1a389d47d0b83b1f2b1da294edf759f130f7dc7fe23ad80a93c4,D2,cssewinf,Wastewater Infrastructure,cswtrrest,Restoration,real_public_reference
fd2ac049cf761bf7f09825557ce0051ef7b501b5c991432b70a4446cef7ee32e,D2,csunauthus,Unauthorised Use of Council Controlled Land,csadvdev,Unauthorised Advertising Device on Council Land,real_public_reference
fd5dcceec8ccdad8e39c33cdc09be998078b5a4a10dc17604beff0d1a7905709,D2,csdevinfo,Building and Development Information,cstwnplnc,Town Planning Certificates,real_public_reference
fe58b26b98a62621e7c006503c92c64c1919fd885937960a97b3e0448846d34b,D2,csbusshlt,Bus Shelters,csnewinf,New Infrastructure,real_public_reference
feeac06f173843d68563689992f979f8e5388ba7b1a3102ed520e0bf4d948a6d,D2,cssewinf,Wastewater Infrastructure,cswwmnhole,Wastewater Maintenance Hole,real_public_reference
ff0c43cfa92ed6977fb97267b0de4788bbe1dfe1d498be1db89afd89fc327fc4,D2,csenquiry,Customer Enquiries,csreusereb,Reusable Rebate,real_public_reference
ff16578d48c3108df6835a17e8af584b36050411cab24707c9717cbe64bf939a,D2,csprkopn,Parks and Open Space,csdbpknpr,Debris Pick Up,real_public_reference
ff28c187400e56265bd91ad0f15edc53353b5c7bbf14f84005fe285726c5d4e7,D2,csdust,Dust & Smoke,csresiden,Residential,real_public_reference
ff391319b107631624c2011ea8ca5ac30bba02ee9ba4345856d80125a78d5989,D2,cskrbchan,Kerb and Channel,csnewinf,New Infrastructure,real_public_reference
ffca4fa9b3b38acd43feb30ec205ea65ccfa38e5fee2a331fcec0332cb8b79ee,D2,cspools,Pools,csplfncmpl,Possible non-compliant pool fencing,real_public_reference
